1.000000000000000000e+00,9.725760524015065744e-01
4.000000000000000000e+00,9.597119104531328659e-01
7.000000000000000000e+00,9.458351863815022131e-01
1.000000000000000000e+01,9.389856772544775687e-01
1.300000000000000000e+01,9.351777077933037807e-01
1.600000000000000000e+01,9.305847827137549988e-01
1.900000000000000000e+01,9.210444205168806242e-01
2.200000000000000000e+01,8.939333240076463571e-01
2.500000000000000000e+01,8.319898206724843925e-01
2.800000000000000000e+01,7.354432680522632326e-01
3.100000000000000000e+01,5.984222394533761369e-01
3.400000000000000000e+01,4.271209432102031633e-01
3.700000000000000000e+01,2.566519600750854502e-01
4.000000000000000000e+01,1.186413045779609599e-01
4.300000000000000000e+01,3.393255902900761678e-02
4.600000000000000000e+01,2.355615248834130957e-03
4.900000000000000000e+01,3.845547634720425729e-06
5.200000000000000000e+01,3.332901078014645397e-06
5.500000000000000000e+01,3.332901078014645397e-06
5.800000000000000000e+01,3.332901078014645397e-06
6.100000000000000000e+01,3.332901078014645397e-06
6.400000000000000000e+01,3.332901078014645397e-06
6.700000000000000000e+01,3.332901078014645397e-06
7.000000000000000000e+01,3.332901078014645397e-06
7.300000000000000000e+01,3.332901078014645397e-06
7.600000000000000000e+01,3.332901078014645397e-06
7.900000000000000000e+01,3.332901078014645397e-06
8.200000000000000000e+01,3.332901078014645397e-06
8.500000000000000000e+01,3.332901078014645397e-06
8.800000000000000000e+01,3.332901078014645397e-06
9.100000000000000000e+01,3.332901078014645397e-06
9.400000000000000000e+01,3.332901078014645397e-06
9.700000000000000000e+01,3.332901078014645397e-06
1.000000000000000000e+02,3.332901078014645397e-06
1.030000000000000000e+02,3.332901078014645397e-06
1.060000000000000000e+02,3.332901078014645397e-06
1.090000000000000000e+02,3.332901078014645397e-06
1.120000000000000000e+02,3.332901078014645397e-06
1.150000000000000000e+02,3.332901078014645397e-06
1.180000000000000000e+02,3.332901078014645397e-06
1.210000000000000000e+02,3.332901078014645397e-06
1.240000000000000000e+02,3.332901078014645397e-06
1.270000000000000000e+02,3.332901078014645397e-06
1.300000000000000000e+02,3.332901078014645397e-06
1.330000000000000000e+02,3.332901078014645397e-06
1.360000000000000000e+02,3.332901078014645397e-06
1.390000000000000000e+02,3.332901078014645397e-06
1.420000000000000000e+02,3.332901078014645397e-06
1.450000000000000000e+02,3.332901078014645397e-06
1.480000000000000000e+02,3.332901078014645397e-06
1.510000000000000000e+02,3.332901078014645397e-06
1.540000000000000000e+02,3.332901078014645397e-06
1.570000000000000000e+02,3.332901078014645397e-06
1.600000000000000000e+02,3.332901078014645397e-06
1.630000000000000000e+02,3.332901078014645397e-06
1.660000000000000000e+02,3.332901078014645397e-06
1.690000000000000000e+02,3.332901078014645397e-06
1.720000000000000000e+02,3.332901078014645397e-06
1.750000000000000000e+02,3.332901078014645397e-06
1.780000000000000000e+02,3.332901078014645397e-06
1.810000000000000000e+02,3.332901078014645397e-06
1.840000000000000000e+02,3.332901078014645397e-06
